session_id,question_id,is_correct
1,136,True
1,1235,False
1,3103,True
1,2488,False
1,1226,False
1,1451,False
1,2714,True
1,2893,True
1,1047,False
1,983,False
2,1287,True
2,60,True
2,2680,False
2,2125,True
2,2283,True
2,18,False
2,975,False
2,2360,False
2,1281,True
2,2655,False
3,2710,False
3,1017,False
3,1343,True
3,1078,True
3,2138,False
3,1123,True
3,1227,False
3,2148,True
3,2775,True
3,1113,True
4,1133,True
4,2104,True
4,1148,True
4,1093,True
4,1378,True
4,1716,False
4,35,False
4,25,False
4,2938,True
4,1243,True
5,1305,False
5,2455,False
5,987,True
5,1166,True
5,39,True
5,1171,False
5,1497,True
5,66,False
5,1047,True
5,2741,True
6,95,False
6,1122,True
6,31,True
6,1517,False
6,961,False
6,1471,False
6,2465,False
6,1150,False
6,1534,False
6,2505,True
7,2338,True
7,2542,False
7,1124,False
7,2371,False
7,1743,False
7,1026,True
7,2349,True
7,1934,True
7,2640,False
7,1335,False
8,1954,False
8,1016,True
8,1163,False
8,2440,True
8,2336,True
8,1673,False
8,2745,True
8,2108,False
8,1641,True
8,324,False
9,3010,True
9,7,False
9,2434,False
9,1618,True
9,27,True
9,2535,True
9,1473,True
9,1634,True
9,2493,False
9,2644,False
10,1228,False
10,1253,True
10,1088,True
10,1064,False
10,2107,True
10,1841,False
10,2118,True
10,1182,False
10,1487,False
10,1987,False
11,2910,False
11,2740,True
11,2144,False
11,1322,False
11,2419,False
11,2753,True
11,2299,True
11,2308,True
11,2402,False
11,1048,False
12,1093,True
12,1036,False
12,2040,True
12,2028,False
12,2335,True
12,2716,False
12,1067,True
12,2927,True
12,1150,True
12,1620,False
13,1879,True
13,1074,True
13,1005,False
13,1558,False
13,2492,False
13,1409,False
13,1537,True
13,2541,False
13,2520,False
13,2804,False
14,1824,True
14,2518,True
14,34,True
14,2818,False
14,1187,False
14,1643,False
14,969,False
14,1321,True
14,2461,True
14,3010,True
15,2701,True
15,1719,False
15,1277,True
15,1129,False
15,2953,False
15,2499,False
15,1272,False
15,55,False
15,1589,True
15,2073,True
16,1179,True
16,1164,False
16,2160,False
16,3010,True
16,1390,False
16,2733,False
16,1139,True
16,163,True
16,2938,True
16,2493,True
17,952,False
17,2319,True
17,1581,False
17,1098,False
17,1225,False
17,1117,True
17,2428,True
17,1255,False
17,2924,False
17,1734,True
18,2663,True
18,2574,False
18,2816,True
18,3093,False
18,1034,False
18,2019,False
18,2790,True
18,1683,True
18,971,True
18,30,True
19,2706,False
19,46,True
19,1026,False
19,999,True
19,1307,True
19,3071,False
19,2144,False
19,2190,True
19,129,True
19,1573,False
20,1830,True
20,2267,False
20,2800,False
20,972,False
20,1346,False
20,1568,False
20,1099,False
20,1571,True
20,1417,True
20,2680,False
21,2354,False
21,1799,False
21,2406,True
21,2764,True
21,2558,False
21,1015,False
21,1048,True
21,2175,True
21,1715,False
21,1246,True
22,2040,False
22,1160,False
22,1312,False
22,1417,True
22,7,True
22,1618,True
22,2762,False
22,2434,False
22,1012,True
22,1447,False
23,3069,True
23,146,False
23,1111,True
23,1246,True
23,1066,True
23,2032,False
23,2537,False
23,1147,True
23,1034,True
23,2619,False
24,995,False
24,1618,False
24,28,True
24,2735,False
24,2511,False
24,2734,False
24,2290,True
24,1078,True
24,1517,True
24,1029,True
25,1101,False
25,1744,False
25,1143,True
25,1010,True
25,2619,True
25,973,True
25,1396,False
25,1302,True
25,1209,True
25,2407,False
26,1919,False
26,1167,False
26,1210,True
26,1004,False
26,1367,False
26,1562,True
26,2416,False
26,1272,False
26,2049,False
26,2833,True
27,56,True
27,1499,True
27,1536,False
27,1958,False
27,2592,False
27,2457,False
27,1487,True
27,1497,True
27,1512,False
27,162,False
28,979,False
28,2718,False
28,2765,False
28,1954,True
28,2589,True
28,1209,False
28,2741,False
28,2807,True
28,1709,False
28,1392,True
29,1755,False
29,1105,False
29,2414,False
29,2702,True
29,2712,False
29,2296,True
29,1452,False
29,2504,False
29,2310,True
29,1927,True
30,1985,False
30,2839,False
30,2390,False
30,49,True
30,1836,False
30,2734,False
30,1119,False
30,1664,True
30,2908,False
30,1025,False
31,1143,True
31,2296,False
31,2613,False
31,1751,False
31,1088,True
31,2268,True
31,3014,False
31,1420,True
31,4,False
31,1057,False
32,990,False
32,1847,False
32,3,False
32,1795,True
32,1061,False
32,2438,False
32,1156,False
32,1566,False
32,1714,True
32,2296,False
33,1246,False
33,2754,False
33,1427,False
33,1705,False
33,1070,False
33,2749,False
33,2584,True
33,2489,True
33,1755,False
33,2739,False
34,1170,True
34,2571,False
34,2190,False
34,2736,True
34,2888,False
34,2205,True
34,2314,False
34,2373,True
34,2315,True
34,1238,False
35,1114,False
35,83,False
35,1447,True
35,1081,True
35,2351,False
35,1529,False
35,1172,True
35,1683,True
35,2585,False
35,2862,False
36,978,True
36,1356,False
36,1726,True
36,148,False
36,979,True
36,46,False
36,1502,False
36,2783,True
36,2322,False
36,2143,False
37,1069,False
37,1361,True
37,1161,False
37,2924,False
37,22,True
37,1339,False
37,1497,True
37,42,True
37,2419,False
37,2588,True
38,1095,True
38,90,False
38,1872,False
38,2725,False
38,51,False
38,2466,True
38,1243,True
38,1350,True
38,2149,False
38,76,False
39,2409,True
39,1374,True
39,1498,True
39,1142,True
39,2728,False
39,1168,False
39,1004,False
39,1259,False
39,2413,False
39,1243,False
40,2270,True
40,1571,True
40,2920,False
40,198,True
40,1342,False
40,2765,True
40,2769,False
40,2732,False
40,2351,True
40,840,False
41,1197,True
41,1662,False
41,2052,True
41,2897,True
41,955,False
41,2368,False
41,2053,False
41,2733,True
41,1071,False
41,1263,True
42,1417,True
42,2412,False
42,1032,False
42,2000,False
42,1523,False
42,1210,False
42,1147,False
42,1209,True
42,2839,False
42,3074,False
43,1523,True
43,2873,True
43,2371,False
43,2412,True
43,2358,False
43,1593,True
43,1498,False
43,2428,False
43,2361,False
43,1775,True
44,1698,False
44,1314,False
44,953,True
44,127,True
44,1568,True
44,3021,False
44,2673,True
44,198,False
44,2418,True
44,2606,True
45,2370,True
45,1800,False
45,2076,False
45,1508,True
45,1640,True
45,1767,True
45,2350,False
45,1502,False
45,2531,False
45,2321,False
46,2005,True
46,2433,False
46,1425,False
46,1604,False
46,1354,False
46,2574,False
46,1673,False
46,1570,False
46,2175,False
46,2712,True
47,969,False
47,2111,True
47,987,False
47,2583,False
47,2633,False
47,1419,True
47,2985,True
47,1544,True
47,1190,True
47,2584,True
48,1044,True
48,2702,False
48,1088,True
48,3074,False
48,1932,True
48,984,False
48,1211,True
48,2073,True
48,1322,True
48,2965,False
49,2224,False
49,3034,False
49,2842,False
49,947,False
49,1071,True
49,1094,False
49,2469,False
49,1791,True
49,1725,True
49,2112,False
50,2783,True
50,2296,True
50,2329,False
50,2765,True
50,2207,False
50,2619,False
50,51,False
50,1985,False
50,2431,False
50,1000,True
51,1298,False
51,22,False
51,1714,False
51,1104,False
51,2932,False
51,1356,False
51,990,False
51,2349,True
51,1074,False
51,1529,False
52,1072,False
52,18,True
52,2073,False
52,1143,False
52,1121,False
52,2623,True
52,17,False
52,1291,False
52,1153,False
52,1683,False
53,2519,False
53,2,True
53,1111,False
53,2235,True
53,9,False
53,1800,False
53,45,True
53,2320,False
53,1025,True
53,1749,True
54,1007,True
54,1698,False
54,1899,True
54,1953,True
54,299,False
54,180,True
54,1171,False
54,2883,False
54,1116,False
54,13,True
55,982,True
55,2321,True
55,1200,False
55,2851,True
55,1008,False
55,2844,False
55,2,False
55,1046,False
55,2397,False
55,1656,False
56,2333,False
56,1217,False
56,1604,False
56,2917,True
56,2965,True
56,1210,True
56,2558,False
56,1529,True
56,1465,True
56,1047,True
57,2457,True
57,1832,False
57,1000,True
57,2905,False
57,1240,False
57,2520,False
57,2539,False
57,101,False
57,2390,False
57,2860,True
58,1569,False
58,2020,True
58,2762,True
58,1350,True
58,2824,False
58,1066,False
58,2309,False
58,2307,False
58,2542,True
58,961,True
59,1427,False
59,1539,False
59,2457,False
59,2522,False
59,92,False
59,1212,False
59,2086,False
59,2449,True
59,2593,False
59,2714,False
60,1159,False
60,2497,True
60,1171,False
60,2830,False
60,2710,True
60,2704,False
60,30,True
60,1928,True
60,1660,True
60,2546,False
61,2301,True
61,1659,True
61,1094,False
61,2128,False
61,2799,True
61,2857,False
61,1033,False
61,1179,True
61,2585,False
61,2333,True
62,1642,False
62,2870,True
62,2898,False
62,2705,False
62,2519,True
62,20,True
62,90,False
62,2816,False
62,1007,True
62,2736,False
63,1662,True
63,2748,True
63,2980,True
63,2499,False
63,2409,False
63,2723,False
63,1550,True
63,2911,True
63,2046,True
63,966,True
64,954,False
64,2366,True
64,2032,False
64,73,True
64,2558,True
64,1640,True
64,1521,False
64,986,True
64,1359,True
64,1109,True
65,1146,True
65,2020,True
65,2462,True
65,2966,False
65,1973,False
65,950,False
65,2340,True
65,1074,True
65,3010,False
65,3071,False
66,104,True
66,2102,False
66,28,True
66,1660,True
66,1914,False
66,2298,False
66,1069,True
66,2300,True
66,2650,True
66,1685,True
67,1314,True
67,1125,False
67,1931,True
67,988,False
67,946,True
67,2650,True
67,2593,False
67,3008,True
67,2731,True
67,2102,True
68,2014,False
68,1441,False
68,1700,True
68,983,False
68,1073,False
68,3087,True
68,1914,False
68,1502,False
68,38,False
68,1999,True
69,2804,False
69,1100,True
69,2735,False
69,2881,False
69,2005,True
69,1391,False
69,2052,True
69,2367,True
69,2740,True
69,1094,False
70,2454,False
70,2574,True
70,1676,False
70,2541,False
70,18,False
70,1090,True
70,2953,False
70,26,False
70,2021,True
70,2945,True
71,1618,False
71,1884,False
71,2660,True
71,1795,False
71,1915,True
71,58,True
71,2224,False
71,1000,True
71,2492,False
71,2595,True
72,1700,True
72,973,False
72,2743,False
72,1043,False
72,1691,True
72,2746,False
72,154,True
72,2905,True
72,1487,True
72,1188,True
73,2642,False
73,1605,True
73,85,False
73,1808,False
73,2325,False
73,1354,False
73,1915,False
73,967,True
73,1569,False
73,1725,False
74,2599,False
74,2318,True
74,1271,False
74,1211,True
74,2372,False
74,1433,True
74,1725,True
74,55,True
74,2107,True
74,1152,False
75,1195,True
75,1233,True
75,2953,False
75,1793,True
75,1006,False
75,116,False
75,1663,True
75,2765,True
75,1025,False
75,1533,False
76,1662,False
76,1039,False
76,2527,False
76,2419,False
76,2344,True
76,2337,True
76,3014,True
76,2504,False
76,2442,True
76,1348,False
77,37,False
77,2,False
77,2739,True
77,2044,True
77,2566,True
77,2559,True
77,1473,False
77,2014,False
77,2430,True
77,324,True
78,2363,True
78,2897,False
78,2228,False
78,1105,False
78,1023,False
78,1272,True
78,1049,True
78,2974,False
78,1394,False
78,2335,False
79,2974,True
79,1660,False
79,2616,False
79,1577,False
79,2754,False
79,2858,False
79,2893,False
79,2955,True
79,1346,False
79,1148,False
80,2451,False
80,32,True
80,2377,False
80,1884,True
80,2228,False
80,2706,True
80,1022,False
80,2832,True
80,2996,False
80,2482,True
81,1755,True
81,2371,True
81,1275,True
81,86,False
81,1181,True
81,1345,True
81,1587,True
81,352,False
81,2788,False
81,1676,False
82,1226,False
82,1993,False
82,50,False
82,1354,True
82,1121,True
82,2006,True
82,1006,True
82,1767,True
82,1214,True
82,1795,True
83,2880,True
83,2836,True
83,1043,True
83,1186,True
83,1064,False
83,2414,True
83,1719,False
83,1757,True
83,994,True
83,1508,False
84,2730,False
84,2890,False
84,2014,True
84,49,False
84,1903,True
84,35,False
84,2718,True
84,1648,False
84,1861,True
84,1288,True
85,1316,True
85,1009,False
85,2316,False
85,2377,True
85,977,True
85,1073,False
85,1547,True
85,1958,True
85,2801,True
85,1100,True
86,2175,True
86,84,True
86,1589,True
86,1182,True
86,1132,False
86,1430,False
86,1150,True
86,2050,False
86,1417,True
86,1406,False
87,1653,True
87,1516,True
87,1132,False
87,962,True
87,2622,True
87,2873,False
87,1718,True
87,1183,True
87,1999,True
87,2880,True
88,92,False
88,1213,False
88,2932,True
88,1847,True
88,1232,True
88,1559,False
88,1160,False
88,1038,True
88,1075,False
88,2832,False
89,2893,False
89,1625,True
89,1123,True
89,2511,True
89,2826,False
89,2956,False
89,1084,False
89,2804,True
89,1680,True
89,1659,True
90,1407,False
90,1748,False
90,2334,True
90,2632,True
90,1403,True
90,2897,False
90,1043,False
90,1562,True
90,2671,True
90,2378,True
91,99,False
91,2704,True
91,1602,True
91,1022,False
91,1036,False
91,1425,False
91,2335,True
91,2135,True
91,1409,False
91,2323,False
92,2545,True
92,2973,False
92,19,True
92,954,False
92,2400,True
92,1884,True
92,1903,True
92,2566,False
92,1352,True
92,1094,False
93,1063,False
93,1146,True
93,3014,False
93,2593,False
93,2771,False
93,1033,False
93,1060,True
93,2817,True
93,2980,True
93,2402,False
94,29,False
94,2414,True
94,1854,True
94,2766,False
94,2401,False
94,1763,True
94,154,True
94,2343,False
94,1121,False
94,2041,True
95,9,True
95,2361,True
95,2360,False
95,2268,False
95,985,False
95,1285,False
95,1205,False
95,1101,False
95,1549,False
95,2539,False
96,2758,True
96,2770,False
96,2350,True
96,1581,True
96,1355,True
96,1356,False
96,3100,True
96,1303,False
96,2714,False
96,1448,True
97,2307,False
97,1030,True
97,2804,True
97,106,True
97,2020,False
97,1188,True
97,1343,False
97,1038,True
97,1451,False
97,3069,False
98,1796,True
98,1403,False
98,2593,False
98,16,False
98,1367,True
98,2125,True
98,2469,False
98,2816,False
98,1439,True
98,1276,False
99,1484,True
99,1276,False
99,1559,False
99,962,True
99,1376,False
99,2194,True
99,2611,True
99,2089,False
99,2802,True
99,1608,False
100,2398,False
100,1552,True
100,2569,True
100,1783,True
100,3022,True
100,2374,True
100,1123,True
100,2118,False
100,2477,True
100,162,False
101,1382,False
101,2737,True
101,59,False
101,2020,True
101,2727,False
101,1916,False
101,1075,False
101,1369,False
101,1072,False
101,2746,False
102,1226,False
102,1354,True
102,2408,True
102,1539,False
102,1461,False
102,1028,True
102,1116,False
102,1397,False
102,2320,False
102,3100,False
103,956,False
103,1420,True
103,1154,False
103,1836,False
103,1553,False
103,1700,False
103,2440,True
103,2380,False
103,2545,True
103,2329,True
104,2489,False
104,2459,True
104,2381,True
104,2712,True
104,2542,True
104,2749,False
104,1277,True
104,963,False
104,1953,True
104,2693,False
105,123,True
105,1581,True
105,2908,True
105,1132,True
105,1035,False
105,1664,False
105,1933,False
105,2579,False
105,1751,True
105,1010,False
106,2443,False
106,1533,False
106,2417,False
106,2386,True
106,2446,True
106,1396,False
106,2648,False
106,3010,False
106,1466,True
106,2344,True
107,2372,True
107,172,True
107,2020,False
107,1362,False
107,1334,True
107,2472,False
107,2381,False
107,3071,False
107,2657,False
107,1598,True
108,2758,False
108,969,True
108,2443,True
108,1630,True
108,2914,False
108,2050,False
108,3021,True
108,2111,True
108,1573,True
108,2599,True
109,1199,False
109,1466,False
109,1276,False
109,2781,False
109,2378,False
109,995,True
109,2454,True
109,1125,True
109,2143,False
109,1111,False
110,1598,False
110,1174,True
110,2498,False
110,22,True
110,1729,True
110,1625,True
110,3006,True
110,2816,True
110,1896,False
110,1019,False
111,2546,True
111,184,False
111,2790,False
111,3052,True
111,2396,False
111,1571,True
111,2798,True
111,1419,True
111,1038,False
111,39,True
112,1334,True
112,2428,True
112,2155,True
112,200,False
112,2190,False
112,954,True
112,1848,True
112,471,True
112,1105,False
112,2488,False
113,1599,False
113,1099,True
113,2379,False
113,951,False
113,1357,False
113,2396,True
113,215,True
113,1561,False
113,1916,False
113,2464,True
114,2719,True
114,2585,False
114,2366,True
114,55,False
114,2461,False
114,2843,True
114,2693,True
114,950,False
114,2454,True
114,66,False
115,1605,False
115,1569,False
115,969,False
115,1043,False
115,1287,True
115,2914,False
115,2350,True
115,946,False
115,2449,True
115,2326,False
116,1550,False
116,1185,False
116,1097,False
116,1354,False
116,1673,False
116,2298,True
116,2696,True
116,76,True
116,1430,True
116,1392,False
117,1513,True
117,1243,True
117,2790,False
117,1199,False
117,2735,True
117,2457,True
117,2518,True
117,1196,False
117,1129,False
